DateCreated,Status,OrganizationType,Name,ShortName,Affiliated School,Membership Type,Approximate year the organization was founded at UVA,"Please list 3-5 Primary Events/Programs that your CIO hosts each year. If you do not have annual recurring events,please list some of the events/programs you hosted this past year.",Total number of Members (approximate),"Approximate membership dues per academic year (if zero,please write ""zero"")","Approximately,how much money do members spend out of pocket per academic year,not including dues,for your CIO activities? (write the number,don't include $)","Please list your primary sources of funding (SAF,fundraisers,national organizations,alumni,departments,etc.)","Not including SAF,approximately how much money does your organization fundraise per academic year?",Does???ˇthis organization require an application or an interview/audition process to join?,How frequently does???ˇthis organization meet?,"Approximately how many hours/week do non-exec members spend on your organization's activities (meetings,events,planning,etc.)?",When does???ˇthis organization elect new officers?,When does???ˇthis organization do recruitment/membership intake?,"Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Marketing","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Planning Events","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Reserving Spaces","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Fundraising/Budgeting/Co-Sponsorships","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Transitioning Officers","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Recruiting New Members","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Delegation","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Community Building/Icebreakers","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Motivating Members","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Holding Members Accountable","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Developing a Mission/Vision","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Collaboration (with other CIOs,the community,faculty/staff,etc.)","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Other",Are you the 2020-2021 incoming President OR a 2020-2021 returning member/officer????ˇ,Are you a first time President?
5/2/2020 18:49,Approved,Contracted Independent Organization,Minority Rights Coalition,MRC,Arts and Sciences,Predominantly Undergraduate Students,2003,?õÉ?™É?? Advocating on behalf of marginalized students on Grounds?õÉ?™É?? Providing both educational programming and skills training ?õÉ?™É?? Hosting community-building events ?õÉ?™É?? Creating connections and fostering collaboration among constituent organizations,50,zero,,SAF,,Both,Weekly,1,April ,Fall & Spring Semester,,,,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,Delegation,,Motivating Members,Holding Members Accountable,,,,"Yes, I am a returning member/officer and will update the Primary Contact/President later if necessary","No, I have held a President position for other organizations, but this is my first time as President of this organization"
5/28/2020 21:32,Approved,CIO - Law ,Virginia Journal of Criminal Law,VJCL,Law,Predominantly Graduate Students,2012,Production of a journal to allow scholarly discussions of criminal issues.Presentation of an annual symposium to highlight the research presented in the journal or other criminal law issues.,50,zero,,SAF,,Application,Once or twice a semester,1,April ,Spring Semester,,Planning Events,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,,,"Yes, I am a returning member/officer and will update the Primary Contact/President later if necessary",n/a
5/16/2020 10:46,Approved,Contracted Independent Organization,Green Grounds,,Architecture,Predominantly Undergraduate Students,2004,"-Wellness walk at O'Hill trails-Green Corner Consulting to implement sustainable and economical practices for restaurants on the corner-Energy assesments for local, small businesses-Annual Green Jobs and Internships Fair-SustainaFood events and discussion-Teaming up with A school to make events zero waste-Planning Earth week events (SustainaPitch)-general sustainability education and promotion on grounds",60,zero,,SAF,,Neither,Weekly,2-Jan,November,Members can join at any time,,,,,,,,,,,,,,"Yes, I am the incoming President.","No, I am a returning President for this organization"
5/1/2020 16:24,Approved,Contracted Independent Organization,Swing Club at UVA,Swing Club,No affiliated schools,Both Undergraduate and Graduate Students,2006,"We have weekly lessons for both beginners and intermediates, host several dances during the semester, and travel to workshops and dances in and beyond Charlottesville. No experience or partner needed!",60,25,,SAF,,Neither,Weekly,3,March ,Fall & Spring Semester,,,,,,,,,,,,,,"Yes, I am the incoming President.","No, I have held a President position for other organizations, but this is my first time as President of this organization"
4/27/2020 18:39,Approved,Contracted Independent Organization,Blacksmithing Club,Blacksmithing,No affiliated schools,Both Undergraduate and Graduate Students,2013,Group forging timeIntermittent lessonsProject sharingOccasional side crafts such as woodworking or glassblowingOpen forge sessions,60,zero,,SAF,,Neither,Weekly,5,April ,Members can join at any time,,,,,,,,,,,,,,"Yes, I am the incoming President.","No, I am a returning President for this organization"
4/27/2020 18:03,Approved,Contracted Independent Organization,Student Association of Landscape Architecture and Design,SALAD,Architecture,Predominantly Graduate Students,2014,Professional development eventsSocial EventsStream Clean-upHowland Lecture,60,zero,,SAF,,Neither,Weekly,0.5,April ,Spring Semester,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/3/2020 20:52,Approved,CIO - Law ,Common Law Grounds Club at the University of Virginia (UVA),CLG,Law,Predominantly Graduate Students,2016,"?õÉ?™?õ	Issue-Specific Monthly Lunch Discussions (seven in total)",60,zero,,SAF,,Neither,Monthly,zero (one meeting per month),April ,Members can join at any time,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/29/2020 12:15,Approved,Contracted Independent Organization,Cavalier Analytics,Cavalytics,Arts and Sciences,Predominantly Undergraduate Students,2018,Cavalytics Competition (Fall Data Challenge)Cavalytics Competition (DataExpo)Guest LecturesBonding Events,60,zero,,SAF,,Neither,Weekly,1-2 hours,March ,Members can join at any time,,,,,,,,,,,,,,"Yes, I am a returning member/officer and will update the Primary Contact/President later if necessary",n/a
5/27/2020 11:39,Approved,Contracted Independent Organization,Student Entrepreneurs for Economic Development,SEED,Commerce (McIntire),Predominantly Undergraduate Students,2009,"Each project team provides free business consulting (such as Marketing strategy, revenue diversification, and operation optimization) to a nonprofit, NGO, or social enterprise. Teams work toward presenting a deliverable to the client at the end of the semester.Members also attend discussions with practicing social entrepreneurs and professors and can participate in social entrepreneurship pitch and case competitions.",70,Zero,,SAF,,Interview/Audition,Monthly,2,November,Fall semester,Marketing,Planning Events,,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/3/2020 22:34,Approved,Contracted Independent Organization,Culture of Respect Educators at UVA,CORE,No affiliated schools,Predominantly Undergraduate Students,2019,"General Presentation: a 60 minute interactive presentation on consent, intimate partner violence, survivor support, and  resources for survivors across Grounds. This presentation could be for anyone who would like it, which includes but is not limited to CIOs, fraternities, sororities, and academic classes. Dorm Norms: This presentation is similar to our general presentation, but tailored with a first year audience in mind. It covers consent, intimate partner violence, and healthy relationships and is usually presented to any on-grounds housing group that requests it in early September. These small group discussions are meant to encourage dialogue about creating a culture of respect at UVA. Respectful Interactions and Support Education (RISE) Training: This presentation was created in 2020 by students for InterFraternity Council pledge classes in order to try to educate new fraternity members and encourage respectful interactions within the UVA community. It covers masculinity, consent, bystander intervention, and survivor support.We also support efforts by TBTN and the Women's Center.",73,10,,SAF,,Both,Weekly,2-Jan,February,Fall semester,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/21/2020 14:42,Approved,CIO - Law ,Outdoors at Virginia Law,OVAL,Law,Predominantly Graduate Students,2012,#ERROR!,75,Zero,,SAF,,Neither,Monthly,1,April ,Fall semester,,Planning Events,,Fundraising/Budgeting/Co-Sponsorships,,,,Community Building/Icebreakers,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/14/2020 15:56,Approved,Contracted Independent Organization,Club Table Tennis at UVA,UVATTC,No affiliated schools,Predominantly Undergraduate Students,1969,"Club tournaments, NCTTA competitions, practice.",90,$30 ,,SAF,,Neither,Weekly,3,April ,Members can join at any time,Marketing,,,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/3/2020 14:09,Approved,Contracted Independent Organization,Future Business Leaders of America-Phi Beta Lambda,FBLA-PBL at U.Va.,No affiliated schools,Predominantly Undergraduate Students,2012,Our mission is to bring business and education together in a positive working relationship through innovative leadership and career development programs.National and State FBLA-PBL Conferences Community Service Projects for March of Dimes and ASK Childhood Cancer FoundationEntrepreneurial activitiesConnecting with fellow student leadersWorking with business leaders all across the country,100,15,,SAF,,Application,Monthly,2,April ,Members can join at any time,,,,,,,,,,,,,,"No, I am not, but I am the only one who makes sense to renew the organization at this time.",n/a
5/15/2020 19:09,Approved,Contracted Independent Organization,Persian Cultural Society,PCS,No affiliated schools,Predominantly Undergraduate Students,2002,NowruzShabe YaldaApple PickingHiking at Humpback RockMovie NightsHalloween SocialPotlucks,135,60,,SAF,,Neither,Weekly,4,April ,Members can join at any time,Marketing,,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/6/2020 16:22,Approved,Contracted Independent Organization,Sustained Dialogue at UVA,SD,No affiliated schools,Predominantly Undergraduate Students,2001,"Weekly dialogue groups of about 15 students, led by trained student moderators. Open Dialogue Events, which are open to the entire student body. Provide moderators for dialogue events for other CIOs Crash Course in Moderating sessions for various student groups.",400,Zero,,SAF,,Neither,Weekly,3/week,March ,Fall & Spring Semester,,,Reserving Spaces,,,,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/28/2020 12:09,Approved,Contracted Independent Organization,"Outdoors Club at UVA, Ltd. ",Outdoors Club at UVA,No affiliated schools,Both Undergraduate and Graduate Students,2000,"We have many types of outdoor trips, including backpacking, hiking, climbing, kayaking, mountain biking, skiing, camping, slack lining, and mountaineering. Trips are for all levels, from beginner to expert. Beginner trips are led by experienced members. Our club is extremely active - we had over 270 trips in 2019-20200 and currently have nearly 500 active members.",500,50,,SAF,,Neither,N/A,5-Mar,April ,Members can join at any time,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/16/2020 11:15,Approved,Contracted Independent Organization,American Concrete Institute at the University of Virginia,ACI@UVA,Engineering,Predominantly Undergraduate Students,3 years,"Fiber-reinforced Concrete CompetitionNational Convention (Los Vegas, Philadelphia, Detroit, Anaheim, ect)Networking Nights",3 years,zero,,SAF,,Neither,Monthly,4,September,Members can join at any time,,,,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,,,"Yes, I am the incoming President.",n/a
4/25/2020 15:39,Approved,Contracted Independent Organization,Seek His Face,Seek,No affiliated schools,Predominantly Undergraduate Students,2008,Semesterly Worship Night with music and prayer. Other smaller prayer events throughout the semester.,5-10 Exec members. 10-15 involved,zero,,SAF,,Neither,Weekly,1,May,Members can join at any time,Marketing,Planning Events,Reserving Spaces,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/26/2020 21:57,Approved,Contracted Independent Organization,Women's Club Ultimate Frisbee at the University of Virginia,Hydra,No affiliated schools,Predominantly Undergraduate Students,1980,"The Women's Ultimate Frisbee Club team at the University of Virginia practices ultimate frisbee in both the fall and spring in order to compete in tournaments (about five tournaments a semester). We practice three times a week in the fall and four (or more) times a week in the spring, as spring is our more competitive season. We require absolutely no prior knowledge or skill in new players, as we teach all the necessary skills to anyone and everyone interested. We also spend time together outside of practices for dinners, social events, and lots of travel time for tournaments.",30,$60 ,,SAF accomodations,,Interview/Audition,Weekly,9,May,Fall semester,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/25/2020 1:18,Approved,Contracted Independent Organization,Orthodox Christian Fellowship,OCF,No affiliated schools,Both Undergraduate and Graduate Students,2005,"We attend weekly discussions and prayer services, go on retreats, perform service projects, hold social activities (such as hikes and dinners), and organize weekly rides to church.",30,zero,,SAF and fundraisers,,Neither,Weekly,2,April ,Members can join at any time,,,,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/20/2020 11:06,Approved,Contracted Independent Organization,Gymnastics Club at UVA,Gymnastics,No affiliated schools,Both Undergraduate and Graduate Students,Unknown,"The Club Gymnastics team practices twice a week at a local Charlottesville gym. We welcome men and women of any skill level to practice and compete any of the USAG gymnastics events (Vault, Uneven Bars, Balance Beam, Floor Exercise, Parallel Bars, High Bar, Pommel Horse, and Rings). We also have social events and other team bonding activities including formals, dinners, and more.",35,$200 ,,SAF and fundraisers,,Neither,Weekly,5,November,Fall & Spring Semester,Marketing,,,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,Holding Members Accountable,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
